initial_temperature_k,h2_fraction,cv_ignition_delay_ms,cp_ignition_delay_ms,cp_minus_cv_percent,cv_maximum_temperature_k,cp_maximum_temperature_k,cv_final_pressure_atm,cp_final_pressure_atm,cv_final_volume_m3,cp_final_volume_m3
900.0,0.0,586.7357466971539,601.9824187351525,2.5985585715247375,2906.3684906959197,2607.6129620776833,32.76521215387028,9.999999999999998,1.0,2.9252774775237524
900.0,0.2,164.83658099957677,174.91250517139002,6.112674814481336,2916.9098699071387,2618.6830825301654,32.53444431102531,10.0,1.0,2.9062111818967247
900.0,0.4,161.73389195610727,172.58391882888608,6.70856722827358,2931.8665117870573,2634.336503809171,32.219045101727644,9.999999999999998,1.0,2.8801160739477436
1000.0,0.0,79.74455856139588,81.99412584560625,2.8209665020321286,2944.327791250697,2660.711727303837,29.951830817029787,9.999999999999998,1.0,2.6921954041905103
1000.0,0.2,13.40980242684054,14.34111820030897,6.945037248306828,2954.5305641543323,2671.59284978071,29.73693756650445,9.999999999999998,1.0,2.6743212441764834
1000.0,0.4,11.85637395994936,12.6371697039574,6.585451392184103,2969.0051679154158,2686.9876426700644,29.443185749562765,9.999999999999998,1.0,2.6498643364333034
1100.0,0.0,16.72634562704223,17.338807352605375,3.661658913546239,2982.0703993872107,2712.6627629822556,27.65592585726285,9.999999999999998,1.0,2.5013290511276374
1100.0,0.2,2.0455776973263298,2.226362812870889,8.837851320966905,2991.9032305482183,2723.327512089418,27.45363970156417,10.000000000000002,1.0,2.4844094695511845
1100.0,0.4,1.28496747195744,1.3909850413919957,8.250603361426352,3005.848157701487,2738.4211035389485,27.177046855713744,9.999999999999998,1.0,2.4612618482456607
